Keuwl Accelerometer Data File
2021-04-04 11-07-14

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
1.4438348,-2.758179,4.903534,5.417725,7.810502,46.080566,119.357231
1.4478936,-3.088577,4.683273,5.357864,7.757517,46.317032,123.404495
1.4519221,-3.452499,4.403152,5.432083,7.798399,45.848034,128.099899
1.4559808,-3.821213,4.158936,5.573349,7.934773,45.380486,132.576660
1.4600091,-4.084564,4.036835,5.719391,8.105006,45.116993,135.336716
1.4640679,-4.149216,4.032043,5.848679,8.226810,44.689445,135.820541
1.4680963,-3.979233,4.106262,5.973175,8.268888,43.749714,134.099915
1.4721551,-3.603333,4.206818,6.078522,8.223731,42.341450,130.581573
1.4761834,-2.408630,4.336105,6.155136,7.904999,38.863922,119.051399
1.4802423,-1.716705,4.467789,6.210205,7.840590,37.621716,111.018799
1.4842706,-1.022385,4.630600,6.248505,7.844204,37.195637,102.450523
1.4883294,-0.375946,4.805374,6.260483,7.901051,37.593319,94.473396
1.4923884,0.174713,4.970581,6.255692,7.991926,38.486809,87.986916
1.4964166,0.641586,5.075912,6.210205,8.046313,39.483521,82.796120
1.5004755,0.988739,5.080704,6.150345,8.038526,40.083347,78.987503
1.5045037,1.194641,4.965790,6.083313,7.943106,40.016373,76.473160
1.5085626,1.283234,4.831711,5.982758,7.796506,39.882236,75.126419
1.5125909,1.276047,4.714401,5.822342,7.599575,39.991440,74.854652
1.5166497,1.187454,4.649750,5.614044,7.385643,40.524387,75.673996
1.5206780,1.005508,4.611450,5.341110,7.127691,41.466198,77.699409
1.5247369,0.706223,4.570740,5.044235,6.843590,42.517204,81.216713
1.5287653,0.330338,4.520462,4.747345,6.563611,43.673836,85.820480
1.5328240,-0.055130,4.486938,4.481598,6.341954,45.036278,90.703941
1.5368524,-0.452560,4.479767,4.285263,6.215835,46.416523,95.768631
1.5409112,-0.859589,4.486938,4.146408,6.169620,47.773075,100.845078
1.5449395,-1.254623,4.472580,4.098526,6.194834,48.577694,105.669579
1.5489984,-1.654449,4.439056,4.179916,6.317762,48.576962,110.440575
1.5530267,-2.001617,4.391174,4.388214,6.522676,47.719341,114.504799
1.5570855,-2.276947,4.345688,4.697067,6.792049,46.246765,117.652534
1.5611138,-2.466095,4.321747,5.101685,7.126451,44.284626,119.710144
1.5651727,-2.569046,4.297806,5.568558,7.488656,41.961090,120.869194
1.5692010,-2.566650,4.312164,6.042618,7.854660,39.708611,120.761597
1.5732598,-2.475662,4.360046,6.495117,8.205209,37.666157,119.588188
1.5772882,-2.305679,4.453430,6.902130,8.531623,36.001114,117.372009
1.5813470,-2.071045,4.568344,7.222946,8.793745,34.777512,114.387016
1.5853753,-1.817261,4.719177,7.450394,9.004523,34.166843,111.060699
1.5894341,-1.553894,4.884384,7.598846,9.165929,34.000595,107.647690
1.5934625,-1.285751,5.063950,7.646729,9.261166,34.342842,104.246513
1.5975213,-1.055908,5.238724,7.591660,9.283989,35.143265,101.395760
1.6015496,-0.876343,5.418289,7.445618,9.250031,36.396606,99.187340
1.6056086,-0.732697,5.607437,7.244507,9.190379,37.975800,97.444382
1.6096368,-0.636917,5.755875,7.007477,9.090681,39.570461,96.314384
1.6136956,-0.591431,5.911499,6.753693,8.994886,41.337074,95.713287
1.6177239,-0.579468,6.064728,6.507080,8.913966,43.114689,95.457886
1.6217828,-0.584244,6.227524,6.260483,8.849691,44.974300,95.359596
1.6258416,-0.622559,6.380753,6.033035,8.803357,46.739952,95.572609
1.6298699,-0.660858,6.524414,5.829529,8.774287,48.364628,95.783768
1.6339288,-0.713531,6.651306,5.654755,8.759295,49.791439,96.123093
1.6379571,-0.770996,6.771011,5.503922,8.759805,51.074043,96.496132
1.6420159,-0.828461,6.869171,5.381805,8.765597,52.122955,96.876976
1.6460443,-0.883530,6.952972,5.286041,8.778763,52.976707,97.241890
1.6501031,-0.955353,6.998459,5.214218,8.779476,53.565037,97.773346
1.6541314,-1.041534,7.022400,5.178299,8.787131,53.892311,98.436378
1.6581903,-1.125336,7.024796,5.180695,8.800780,53.937805,99.101158
1.6622186,-1.185196,7.022400,5.223801,8.832150,53.739826,99.579742
1.6662774,-1.245041,6.984100,5.312378,8.862795,53.172909,100.107819
1.6703057,-1.285751,6.933823,5.427307,8.898692,52.417770,100.505142
1.6743646,-1.328842,6.885941,5.585312,8.965362,51.465340,100.922615
1.6783929,-1.347992,6.854813,5.767273,9.059082,50.459099,101.125198
1.6824516,-1.331238,6.883545,5.985153,9.218321,49.513626,100.945549
1.6864800,-1.292938,6.948181,6.231750,9.422506,48.595661,100.541206
1.6905389,-1.237869,7.051132,6.516663,9.680789,47.689034,99.957161
1.6945672,-1.158859,7.178024,6.808762,9.961236,46.880219,99.171005
1.6986260,-1.065491,7.321686,7.081696,10.241716,46.254528,98.279861
1.7026544,-0.933807,7.460541,7.316330,10.490965,45.781750,97.134392
1.7067132,-0.787750,7.608978,7.471954,10.693325,45.673248,95.910721
1.7107416,-0.627350,7.750244,7.550964,10.838676,45.839676,94.627762
1.7148004,-0.488480,7.857986,7.550964,10.908878,46.196663,93.557129
1.7188287,-0.361588,7.936996,7.486313,10.916572,46.703403,92.608437
1.7228875,-0.249054,8.004028,7.361816,10.877630,47.407085,91.782242
1.7269158,-0.146103,8.066284,7.218170,10.825353,48.180679,91.037674
1.7309747,-0.043152,8.133316,7.062546,10.771827,49.031063,90.303986
1.7350030,0.040634,8.221893,6.914093,10.742712,49.938625,89.716835
1.7390618,0.112457,8.322449,6.791992,10.742764,50.784508,89.225838
1.7431207,0.165131,8.446960,6.729752,10.801294,51.460762,88.880058
1.7471490,0.224991,8.578629,6.741714,10.913029,51.846710,88.497650
1.7512078,0.270477,8.719894,6.839874,11.085738,51.902782,88.223343
1.7552361,0.320755,8.865936,7.019440,11.312835,51.648468,87.928040
1.7592949,0.344696,9.014374,7.234924,11.563818,51.269951,87.810165
1.7633233,0.368637,9.146057,7.455185,11.805339,50.838413,87.691910
1.7673821,0.375824,9.249008,7.653915,12.011154,50.414127,87.673126
1.7714105,0.371033,9.296890,7.809525,12.147367,49.991699,87.714577
1.7754693,0.347092,9.304077,7.912476,12.218575,49.640789,87.863556
1.7794976,0.318359,9.265778,7.974731,12.229159,49.299282,88.032173
1.7835565,0.299210,9.225067,7.989090,12.207250,49.121696,88.142296
1.7875849,0.284851,9.155640,7.977127,12.146664,48.948738,88.217987
1.7916436,0.287247,9.088608,7.945999,12.075769,48.851578,88.189758
1.7956719,0.330338,9.028748,7.912476,12.009774,48.788818,87.904640
1.7997308,0.433289,8.988037,7.890930,11.968264,48.751873,87.240067
1.8037591,0.605667,8.959320,7.895721,11.957369,48.675514,86.132584
1.8078179,0.811569,8.932983,7.924454,11.968868,48.540627,84.808884
1.8118463,1.050995,8.892273,7.969940,11.987370,48.328304,83.259369
1.8159051,1.283234,8.834808,8.039368,12.013824,47.996468,81.735725
1.8199334,1.498703,8.772568,8.127960,12.052709,47.594917,80.305199
1.8239923,1.692642,8.674408,8.245270,12.086971,46.987198,78.958588
1.8280206,1.843475,8.581024,8.391327,12.142765,46.286263,77.875343
1.8320794,1.955994,8.497238,8.554123,12.214827,45.548397,77.036804
1.8361077,2.008667,8.411041,8.740875,12.295660,44.692539,76.568581
1.8401666,2.011063,8.298508,8.980301,12.391747,43.556095,76.377548
1.8442254,1.970367,8.169220,9.253235,12.499634,42.244690,76.439598
1.8482537,1.888962,8.027969,9.540543,12.611044,40.841389,76.759293
1.8523126,1.795593,7.838821,9.803894,12.680205,39.361019,77.098167
1.8563409,1.702209,7.613770,10.040924,12.715627,37.846970,77.397629
1.8603997,1.604050,7.371964,10.244431,12.722703,36.369587,77.724472
1.8644279,1.508286,7.144516,10.409637,12.715328,35.048279,78.079269
1.8684869,1.429276,6.919449,10.541321,12.690195,33.832729,78.329170
1.8725152,1.359848,6.725525,10.651443,12.670246,32.789497,78.569351
1.8765740,1.307175,6.565109,10.725662,12.643148,31.968647,78.739143
1.8806024,1.273651,6.450195,10.785522,12.631496,31.366043,78.830109
1.8846612,1.254501,6.361603,10.814255,12.609198,30.946468,78.844467
1.8886895,1.256897,6.277802,10.821442,12.573551,30.610222,78.678337
1.8927484,1.266464,6.191620,10.792709,12.506905,30.351686,78.439903
1.8967767,1.307175,6.112610,10.716095,12.405942,30.255484,77.929176
1.9008355,1.345474,6.024017,10.589203,12.256847,30.237909,77.409538
1.9048638,1.402939,5.945007,10.407242,12.067396,30.409872,76.721916
1.9089227,1.467575,5.863617,10.160645,11.822625,30.748062,75.948395
1.9129510,1.544189,5.782211,9.878128,11.549714,31.210388,75.047615
1.9170098,1.613632,5.700806,9.559692,11.246809,31.789255,74.195656
1.9210382,1.680664,5.605042,9.222107,10.921922,32.395859,73.308716
1.9250970,1.718979,5.499695,8.877350,10.583425,32.986649,72.642899
1.9291253,1.742920,5.403931,8.544556,10.259126,33.604927,72.124023
1.9331841,1.752487,5.291397,8.228516,9.938740,34.113991,71.675362
1.9372125,1.733337,5.169296,7.953186,9.642575,34.431889,71.462975
1.9412712,1.695038,5.035217,7.680252,9.338781,34.673820,71.394890
1.9452996,1.642365,4.891571,7.421677,9.039144,34.808983,71.440315
1.9493585,1.563354,4.740738,7.165497,8.732870,34.863091,71.748978
1.9533868,1.453217,4.585114,6.904526,8.414724,34.862213,72.414391
1.9574456,1.338303,4.455826,6.655533,8.120440,34.954987,73.282417
1.9614739,1.201828,4.357651,6.418503,7.850522,35.155800,74.581291
1.9655328,1.050995,4.281036,6.214996,7.619583,35.347225,76.206673
1.9695610,0.907333,4.228378,6.044998,7.432660,35.580177,77.889023
1.9736199,0.761292,4.197250,5.906143,7.285534,35.838833,79.719536
1.9776788,0.610458,4.192459,5.803192,7.185152,36.131630,81.715462
1.9817071,0.471588,4.197250,5.752914,7.136899,36.285275,83.589333
1.9857659,0.335129,4.230759,5.738541,7.137400,36.485249,85.470917
1.9897943,0.224991,4.269073,5.745728,7.161633,36.650383,86.983162
1.9938531,0.138794,4.304993,5.774460,7.203930,36.719639,88.153412
1.9978814,0.098099,4.357651,5.831924,7.280803,36.774281,88.710381
2.0019403,0.086121,4.398361,5.901352,7.360635,36.702942,88.878281
2.0059686,0.090912,4.419907,5.966003,7.425432,36.538651,88.821663
2.0100274,0.114853,4.422302,6.035431,7.483073,36.240322,88.512291
2.0140557,0.138794,4.400757,6.104858,7.526966,35.799889,88.193565
2.0181146,0.160355,4.369629,6.179077,7.569701,35.284805,87.898331
2.0221429,0.157959,4.345688,6.250900,7.614703,34.825134,87.918304
2.0262017,0.148376,4.314560,6.315552,7.650074,34.355270,88.030388
2.0302300,0.110077,4.307373,6.339493,7.665165,34.202877,88.536102
2.0342889,0.081345,4.312164,6.313156,7.645739,34.339550,88.919304
2.0383172,0.050217,4.345688,6.236542,7.601446,34.870983,89.337944
2.0423760,0.033463,4.393570,6.102463,7.519616,35.753418,89.563629
2.0464044,-0.000061,4.441452,5.906143,7.389792,36.943367,90.000786
2.0504632,-0.028793,4.496521,5.678696,7.243419,38.373562,90.366890
2.0544915,-0.026398,4.534836,5.412933,7.061535,39.956009,90.333519
2.0585504,0.035843,4.556381,5.116058,6.850982,41.689266,89.549294
2.0625787,0.059799,4.599472,4.811996,6.656878,43.708817,89.255119
2.0666375,0.011902,4.666504,4.570175,6.531684,45.597607,89.853867
2.0706658,-0.088654,4.759888,4.400192,6.482753,47.253674,91.067017
2.0747247,-0.239487,4.877197,4.254135,6.476270,48.937611,92.811157
2.0787530,-0.385529,4.982544,4.132034,6.484449,50.415016,94.424492
2.0828118,-0.560303,5.047195,4.033875,6.485389,51.538086,96.334618
2.0868707,-0.842819,4.826920,3.914169,6.271381,51.381496,99.904457
2.0908990,-1.122940,4.489334,3.787277,5.979848,50.703022,104.043526
2.0949578,-1.285751,4.360046,3.739395,5.886106,50.558365,106.430473
2.0989861,-1.316879,4.489334,3.796844,6.025307,50.938839,106.348267
2.1030450,-1.288147,4.788620,3.966843,6.350279,51.341869,105.056252
2.1070733,-1.288147,5.171692,4.270905,6.829813,51.293396,103.986435
2.1111321,-1.077454,5.547577,4.658768,7.323977,50.498520,100.991180
2.1151605,-0.873947,5.827698,5.015503,7.738289,49.598408,98.528770
2.1192193,-0.241882,5.609833,4.833542,7.408904,49.277481,92.468925
2.1232476,0.088516,4.764679,4.067398,6.265280,49.518948,88.935707
2.1273065,0.670319,4.405548,3.607712,5.733565,51.006912,81.348610
2.1313348,1.560959,4.587494,3.267731,5.844635,56.006477,71.208412
2.1353936,2.518631,5.097473,3.085770,6.469135,61.510429,63.706299
2.1394219,3.301544,5.739105,3.162384,7.337451,64.469460,60.089405
2.1434808,3.856995,6.340057,3.487991,8.199927,64.826004,58.685623
2.1475091,4.101212,6.897903,3.947678,8.943442,63.806458,59.266014
2.1515677,4.074875,7.374359,4.385818,9.498484,62.500633,61.076126
2.1555963,3.885727,7.738266,4.723404,9.863579,61.388161,63.336742
2.1596551,3.586456,7.944168,4.948456,10.022958,60.415138,65.702835
2.1636834,3.196198,8.008820,5.063385,9.999737,59.578869,68.243813
2.1677423,2.789185,7.944168,5.070572,9.828533,58.942154,70.653908
2.1717706,2.386963,7.766998,4.955643,9.517471,58.621521,72.916702
2.1758294,2.001495,7.479691,4.754532,9.086106,58.447815,75.019165
2.1798575,1.613632,7.127747,4.515106,8.590388,58.291370,77.243973
2.1839166,1.209015,6.739883,4.254135,8.061353,58.148483,79.830322
2.1879449,0.763687,6.375977,4.074570,7.605157,57.604259,83.169899
2.1920037,0.277664,6.079086,4.009933,7.287795,56.617493,87.384811
2.1960626,-0.222717,5.911499,4.065002,7.177720,55.504871,92.157616
2.2000909,-0.711136,5.906708,4.189499,7.276456,54.847065,96.865059
2.2041497,-1.180405,6.095856,4.412155,7.617081,54.602554,100.959152
2.2081780,-1.613754,6.438217,4.764114,8.170167,54.330345,104.071419
2.2122369,-2.015976,6.859604,5.343506,8.925882,53.226517,106.377586
2.2162652,-2.389481,7.331253,6.382584,10.009708,50.383984,108.052383
2.2203240,-2.825226,7.771790,7.737701,11.324957,46.902390,109.977379
2.2243524,-2.825226,8.133316,8.963531,12.428903,43.847637,109.155418
2.2284110,-3.380676,8.329636,9.973892,13.427223,42.028561,112.090324
2.2324395,-4.010345,8.427795,10.773560,14.254128,40.902905,115.447327
2.2364984,-4.642426,8.413437,11.290695,14.826255,40.400394,118.889343
2.2405267,-5.104507,8.334427,11.412811,15.025676,40.575108,121.485825
2.2445855,-5.329559,8.296127,11.144653,14.880632,41.501633,122.717308
2.2486138,-5.339127,8.310486,10.567657,14.465332,43.067425,122.718987
2.2526727,-5.205063,8.387100,9.794327,13.905574,45.223316,121.823875
2.2567008,-4.987183,8.502014,8.949173,13.313299,47.763065,120.395393
2.2607598,-4.738190,8.643280,8.115982,12.768159,50.532360,118.731270
2.2647882,-4.474823,8.755814,7.383362,12.296435,53.098057,117.070160
2.2688470,-4.383850,8.777359,6.933258,12.013752,54.752460,116.539825
2.2728753,-5.032669,8.748627,6.811142,12.176119,55.986702,119.909775
2.2769341,-6.708618,8.727081,6.449631,12.757948,59.632908,127.549942
2.2809625,-9.074081,8.700745,5.460815,13.706291,66.520767,136.203247
2.2850213,-10.939178,8.755814,4.273300,14.648925,73.039383,141.325912
2.2890496,-11.312668,8.743835,3.765732,14.785529,75.244759,142.298691
2.2931085,-9.986282,8.581024,4.086548,13.786213,72.757126,139.328156
2.2971368,-7.687851,8.394287,4.778473,12.345077,67.227371,132.484802
2.3011956,-5.291245,8.384705,5.836716,11.505120,59.514877,122.254349
2.3052239,-2.090195,8.485260,7.373779,11.434210,49.842758,103.838295
2.3092828,-1.494049,8.600189,9.097610,12.608012,43.815437,99.855225
2.3133416,-1.393494,8.719894,10.596390,13.793545,39.806252,99.079453
2.3173699,-1.558685,8.839600,11.719269,14.761750,37.449059,100.000160
2.3214288,-1.558685,8.954529,12.411194,15.383459,36.216686,99.874352
2.3254571,-2.128510,9.088608,12.573990,15.660095,36.589001,103.180855
2.3295159,-2.360748,9.225067,12.281906,15.540920,37.786945,104.354271
2.3335440,-2.480453,9.363937,11.664200,15.162108,39.708988,104.836571
2.3376031,-2.466095,9.486038,10.835800,14.610992,42.130428,104.572662
2.3416314,-2.413422,9.569839,9.906845,13.983991,44.891712,104.154297
2.3456903,-2.406235,9.577011,8.961136,13.334581,47.776661,104.103691
2.3497186,-2.389481,9.505188,8.017822,12.662689,50.714516,104.111015
2.3537774,-2.561859,9.368729,7.323502,12.164287,52.983181,105.293541
2.3578057,-2.844376,9.222672,6.741714,11.772801,55.064655,107.140350
2.3618646,-2.844376,9.086212,6.339493,11.438483,56.342651,107.382370
2.3658929,-3.114914,8.976074,6.212601,11.352049,56.820290,109.138008
2.3699517,-3.323212,8.887482,6.365829,11.426061,56.142281,110.501801
2.3739800,-3.411804,8.765381,6.763260,11.585076,54.282394,111.267792
2.3780389,-3.426163,8.487656,7.340271,11.732795,51.272289,111.982162
2.3820672,-3.517151,8.243454,8.005859,12.017432,48.226532,113.105995
2.3861260,-3.421371,8.035156,8.695389,12.323932,45.124439,113.064316
2.3901544,-2.746216,7.896286,9.387314,12.570390,41.687798,109.176949
2.3942132,-2.377502,7.812485,10.045715,12.946190,39.107922,106.926102
2.3982415,-2.123718,7.752640,10.625107,13.323156,37.108757,105.319496
2.4023004,-1.946548,7.733490,11.130295,13.692310,35.621078,104.128082
2.4063287,-1.946548,7.676025,11.518143,13.977769,34.509430,104.229568
2.4103873,-1.714310,7.597015,11.788696,14.128937,33.450180,102.716133
2.4144158,-1.529953,7.518005,11.937134,14.190008,32.729221,101.502907
2.4184747,-1.312088,7.427017,11.937134,14.120104,32.285198,100.018738
2.4225030,-1.110977,7.302521,11.824615,13.942117,31.992014,98.650429
2.4265618,-1.031967,7.091843,11.630676,13.661325,31.640339,98.279266
2.4305902,-1.139709,6.766220,11.364914,13.275615,31.121368,99.561211
2.4346490,-1.393494,6.411880,11.051285,12.852429,30.699179,102.261414
2.4387078,-1.750229,6.079086,10.713699,12.441943,30.560205,106.061630
2.4427361,-2.145264,5.772629,10.349777,12.043392,30.753639,110.386414
2.4467950,-2.487640,5.540390,9.997833,11.697904,31.276836,114.180122
2.4508233,-2.674393,5.389557,9.674622,11.392893,31.877363,116.391411
2.4548821,-2.664810,5.339279,9.363373,11.103237,32.509624,116.523575
2.4589105,-2.494827,5.370407,9.052124,10.816949,33.191414,114.917267
2.4629693,-2.276947,5.408707,8.776794,10.557969,33.767929,112.830025
2.4669976,-2.035141,5.439835,8.542160,10.329671,34.212925,110.511734
2.4710562,-1.817261,5.377594,8.360199,10.105142,34.175453,108.671753
2.4750848,-1.683182,5.238724,8.226120,9.896787,33.778721,107.812012
2.4791436,-1.652069,5.075912,8.084869,9.688103,33.434608,108.028633
2.4831719,-1.704742,4.896347,7.972336,9.509916,33.037052,109.196388
2.4872305,-1.743042,4.723969,7.862198,9.336392,32.637207,110.252968
2.4912591,-1.676010,4.582718,7.730530,9.141740,32.260498,110.088684
2.4953179,-1.525177,4.453430,7.538986,8.887942,31.980732,108.904915
2.4993463,-1.376724,4.326538,7.239716,8.545630,32.093369,107.651306
2.5034051,-1.292938,4.192459,6.861435,8.144181,32.595428,107.139565
2.5074334,-1.268997,4.072754,6.454407,7.736733,33.461685,107.306099
2.5114923,-1.271378,3.969803,6.059372,7.354708,34.525238,107.758293
2.5155203,-1.271378,3.919525,5.719391,7.049150,35.771084,107.971527
2.5195794,-1.130127,3.883606,5.427307,6.768696,36.695309,106.224960
2.5236077,-1.031967,3.862061,5.209427,6.566475,37.501549,104.960281
2.5276666,-0.909866,3.874023,5.089722,6.460742,38.020336,103.217133
2.5316949,-0.847610,3.953033,5.072952,6.486892,38.553062,102.102127
2.5357537,-0.842819,4.070358,5.116058,6.591829,39.093204,101.698494
2.5398126,-0.962540,4.204422,5.183090,6.743001,39.766098,102.894798
2.5438409,-1.096603,4.352875,5.271683,6.923922,40.414669,104.140068
2.5478995,-1.139709,4.486938,5.321960,7.053709,41.019077,104.252068
2.5519280,-1.065491,4.582718,5.293228,7.082008,41.632694,103.088837
2.5559869,-0.919434,4.640167,5.173523,7.010125,42.438061,101.207794
2.5600152,-0.742264,4.695236,4.953247,6.865191,43.821400,98.983467
2.5640738,-0.569885,4.714401,4.665939,6.657427,45.503777,96.892570
2.5681024,-0.445389,4.757492,4.366669,6.473013,47.577213,95.348351
2.5721612,-0.323288,4.843674,4.115280,6.364057,49.710941,93.818504
2.5761895,-0.268219,4.929871,3.906982,6.296037,51.643959,93.114212
2.5802484,-0.383133,4.965790,3.701080,6.205148,53.383705,94.411888
2.5842767,-0.562698,4.944244,3.526306,6.098936,54.677094,96.492828
2.5883355,-0.799728,4.858047,3.389832,5.977554,55.452209,99.348152
2.5923636,-1.058304,4.743118,3.279709,5.862906,55.985691,102.578041
2.5964227,-1.292938,4.623413,3.188721,5.763296,56.407619,105.623657
2.6004510,-1.482071,4.546799,3.066620,5.681027,57.329960,108.053856
2.6045098,-1.608963,4.537216,2.930145,5.635676,58.672585,109.525246
2.6085382,-1.666428,4.597076,2.793686,5.631587,60.259380,109.925446
2.6125970,-1.652069,4.644958,2.650024,5.597106,61.740658,109.578911
2.6166253,-1.671219,4.649750,2.549469,5.559940,62.706902,109.769516
2.6206841,-1.778961,4.592285,2.520737,5.532441,62.894630,111.175392
2.6247125,-1.922607,4.534836,2.551865,5.547357,62.611954,112.975197
2.6287713,-2.020767,4.551590,2.628479,5.631107,62.174625,113.939766
2.6327996,-2.071045,4.656937,2.741013,5.787006,61.728542,113.975792
2.6368585,-2.063858,4.826920,2.846344,5.971628,61.533516,113.150223
2.6409171,-2.030350,5.030426,2.896637,6.149635,61.899094,111.979683
2.6449456,-1.915421,5.231537,2.803253,6.236669,63.289722,110.109177
2.6490045,-1.800507,5.394348,2.741013,6.313000,64.266525,108.457794
2.6530325,-1.793320,5.514053,2.745789,6.415617,64.660240,108.015930
2.6570916,-1.891479,5.569122,2.745789,6.490930,64.974648,108.759384
2.6611199,-2.092590,5.628983,2.750580,6.605306,65.391243,110.392761
2.6651788,-2.291321,5.691223,2.760162,6.727457,65.777374,111.930016
2.6692069,-2.389481,5.775024,2.810440,6.852671,65.787422,112.477867
2.6732659,-2.485245,5.904312,2.913391,7.037414,65.544518,112.827209
2.6772943,-2.540314,6.119797,3.057037,7.297300,65.233124,112.543228
2.6813531,-2.449326,6.359207,3.191116,7.524755,64.907402,111.064796
2.6853814,-2.245819,6.581879,3.320404,7.706485,64.477951,108.840279
2.6894403,-2.006409,6.754257,3.461655,7.850396,63.835308,106.544495
2.6934686,-1.853180,6.852417,3.648407,7.981277,62.798531,105.133163
2.6975274,-1.714310,6.926636,3.985992,8.173450,60.812077,103.901093
2.7015557,-1.527557,7.089447,4.419342,8.492601,58.642555,102.159569
2.7056146,-1.415039,7.288162,4.924515,8.909012,56.443668,100.987602
2.7096429,-1.245041,7.594620,5.436874,9.422737,54.760517,99.310097
2.7137017,-1.118149,7.788544,5.894165,9.831218,53.163357,98.169746
2.7177300,-0.869156,7.896286,6.332306,10.158979,51.440937,96.281342
2.7217889,-0.567490,7.903473,6.736923,10.400628,49.628429,94.106934
2.7258172,-0.217941,7.800522,7.086487,10.541059,47.757133,91.600388
2.7298758,0.081345,7.582642,7.321121,10.540488,46.006927,89.385368
2.7339044,0.454834,7.307312,7.445618,10.442266,44.518257,86.438293
2.7379632,0.732559,7.079865,7.481522,10.326388,43.572304,84.092583
2.7419915,1.053391,6.945786,7.459976,10.247186,43.280807,81.376297
2.7460501,1.410126,6.912277,7.459976,10.267389,43.400398,78.469704
2.7501092,1.829102,6.981705,7.510254,10.416032,43.860554,75.319305
2.7541375,2.188232,7.122955,7.620392,10.658106,44.357986,72.922600
2.7581964,2.341461,7.271408,7.819107,10.931342,44.332825,72.150955
2.7622247,2.121201,7.436600,8.106415,11.203413,43.650269,74.079842
2.7662835,1.771652,7.599411,8.470337,11.516788,42.652435,76.877014
2.7703118,1.331116,7.755035,8.906082,11.884054,41.460320,80.260353
2.7743707,0.950439,7.874741,9.411255,12.307989,40.124493,83.117989
2.7783990,0.706223,7.975296,9.942764,12.765682,38.843075,84.939583
2.7824578,0.428497,8.073456,10.474274,13.231580,37.663612,86.961884
2.7864861,0.136414,8.150070,10.998611,13.689839,36.542614,89.041092
2.7905450,-0.150894,8.202744,11.491821,14.119834,35.523434,91.053871
2.7945733,-0.378342,8.209930,11.929947,14.486881,34.563290,92.638519
2.7986321,-0.495667,8.169220,12.262741,14.743021,33.719440,93.472160
2.8026605,-0.517212,8.118942,12.449493,14.871941,33.163506,93.645065
2.8067191,-0.440598,8.092606,12.487808,14.887235,32.983582,93.116364
2.8107476,-0.289764,8.123734,12.387253,14.816310,33.274124,92.042809
2.8148065,-0.124557,8.207535,12.193314,14.698845,33.948254,90.869453
2.8188348,0.031067,8.353577,11.922775,14.558015,35.016823,89.786919
2.8228934,0.205841,8.506805,11.585190,14.374448,36.297203,88.613869
2.8269219,0.433289,8.633698,11.197327,14.145974,37.668865,87.126976
2.8309808,0.677490,8.770172,10.792709,13.923271,39.180809,85.582710
2.8350089,0.936066,8.923401,10.371323,13.713775,40.863495,84.011566
2.8390679,1.225769,9.076630,9.942764,13.518368,42.650490,82.308922
2.8430963,1.525040,9.189163,9.514206,13.314900,44.393398,80.577042
2.8471551,1.778824,9.251404,9.078461,13.083239,46.060364,79.116219
2.8512139,1.955994,9.268173,8.635529,12.817851,47.645859,78.082932
2.8552423,2.056549,9.275345,8.228516,12.568607,49.104008,77.498497
2.8593011,2.063736,9.251404,7.869385,12.319687,50.300213,77.424767
2.8633294,1.987122,9.146057,7.589264,12.049727,50.962517,77.742119
2.8673882,1.893753,8.978470,7.416885,11.798704,51.051716,78.089661
2.8714166,1.807556,8.774963,7.335480,11.579141,50.690575,78.360443
2.8754754,1.764465,8.619339,7.297165,11.430440,50.327564,78.430817
2.8795037,1.762070,8.557083,7.282806,11.373998,50.185574,78.364326
2.8835623,1.838684,8.547516,7.273224,11.372800,50.243370,77.859917
2.8875909,1.982330,8.547516,7.311539,11.421394,50.196125,76.942856
2.8916497,2.173874,8.542725,7.438431,11.534041,49.840992,75.722923
2.8956780,2.372589,8.480469,7.673065,11.680045,48.933239,74.369919
2.8997366,2.501877,8.310486,8.065704,11.848171,47.097317,73.245544
2.9037652,2.561737,8.039948,8.503845,11.979927,44.778008,72.326767
2.9078240,2.521027,7.673630,8.975510,12.074764,41.984322,71.813034
2.9118521,2.377380,7.269012,9.509415,12.203256,38.807835,71.889313
2.9159112,2.214569,6.905090,10.105576,12.438137,35.662334,72.218155
2.9199395,2.102051,6.629761,10.732849,12.789309,32.943756,72.408112
2.9239984,2.023041,6.380753,11.331406,13.160830,30.571548,72.408592
2.9280264,2.054169,6.251465,11.927551,13.622294,28.885061,71.809998
2.9320855,2.262451,6.229919,12.401611,14.061669,28.122179,70.041054
2.9361138,2.480331,6.258652,12.681732,14.357893,27.962023,68.381355
2.9401727,2.635956,6.289780,12.751160,14.460347,28.139519,67.262146
2.9442010,2.722137,6.294571,12.619476,14.362550,28.521547,66.613548
2.9482598,2.758057,6.284988,12.269928,14.059129,29.221682,66.306580
2.9523187,2.693420,6.208374,11.719269,13.532911,30.004879,66.547028
2.9563470,2.590469,6.064728,11.005798,12.830396,30.930546,66.870880
2.9604056,2.473145,5.870789,10.203735,12.029082,31.977566,67.156120
2.9644341,2.353439,5.652924,9.420822,11.235929,33.022663,67.396942
2.9684930,2.181061,5.399139,8.714539,10.480979,33.750759,68.003036
2.9725213,1.944031,5.119019,8.089661,9.768634,34.093281,69.204910
2.9765799,1.654327,4.836502,7.534195,9.104540,34.155113,71.116730
