Keuwl Accelerometer Data File
2021-04-09 15-36-29

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
24.4467640,-1.801521,0.975670,0.356471,0.352449,4.236576,36.580292
24.4670258,-0.949159,0.209503,0.897577,0.373543,-2.074978,29.815025
24.4872532,-0.839023,0.037115,0.552802,-0.020798,-2.287584,28.962059
24.5074482,-1.116758,0.384284,0.334923,-0.042925,0.382196,31.294342
24.5276108,-1.368157,0.635684,-0.349840,-0.494985,3.947411,33.303940
24.5477390,-1.497448,1.456920,-1.283607,-0.813767,11.335251,31.821167
24.5678349,-0.719309,1.933381,-2.511870,-1.555184,17.993488,23.154800
24.5879288,0.496983,1.986054,-2.815943,-1.776232,19.433609,11.253441
24.6080246,1.627081,2.096191,-1.982735,-0.988598,16.857433,0.722084
24.6281185,1.821017,2.496035,-1.523035,-0.355757,16.879406,-0.099785
24.6482143,1.136254,2.845599,-1.228539,0.002438,16.601772,6.248253
24.6683083,0.614302,2.845599,-0.929254,0.188394,15.233768,10.650459
24.6884041,0.025311,3.228683,-1.108825,0.306978,17.444332,15.596626
24.7084980,-0.240454,3.729086,-1.286001,0.542698,20.121502,17.514023
24.7285614,-0.736069,3.480082,-0.934043,0.645627,17.989689,21.450127
24.7485905,-1.095210,1.950140,1.740362,1.912127,3.859318,26.702751
24.7686176,-1.990669,1.102567,3.698879,3.417803,-2.321253,37.921364
24.7886467,-2.503043,0.970882,3.718033,3.479776,-1.930235,43.333229
24.8094311,-2.136719,0.796100,2.228794,1.992837,-0.416157,40.741463
24.8294601,-1.696173,1.040316,0.617447,0.588859,3.619286,35.251358
24.8494873,-1.526179,1.679587,-0.515045,-0.065363,9.640785,31.431763
24.8695164,-1.660259,1.847187,-1.068122,-0.384013,12.544983,32.184135
24.8895435,-2.752048,2.349984,-1.147133,0.125625,16.676319,39.577339
24.9095726,-3.252451,2.261396,-0.996294,0.338465,16.717709,43.577751
24.9296017,-3.266817,1.823244,-0.962774,0.114249,15.044399,45.527557
24.9496307,-3.044149,1.339600,-1.297973,-0.484819,13.980270,46.087982
24.9696579,-2.189393,0.982853,-1.913301,-1.422065,12.926437,40.361229
24.9896202,-1.258021,1.021162,-2.729749,-2.240904,15.007977,30.726173
25.0095806,-0.465516,0.899054,-2.674681,-2.383631,13.113453,22.056313
25.0295429,0.147419,0.963699,-2.337088,-2.106625,11.675270,14.738281
25.0495052,0.887250,0.968488,-1.910907,-1.733100,10.162971,6.040573
25.0694675,1.198505,0.781734,-1.008265,-1.059533,6.058079,2.009132
25.0894279,0.293470,1.145664,0.246335,0.147671,3.487461,13.056618
25.1093903,-1.049719,1.488045,0.967011,1.011950,3.801281,27.270370
25.1293526,-1.758424,1.255801,1.177708,1.186389,3.183691,35.055359
25.1493149,-1.739270,0.841591,1.249536,1.062646,1.225878,36.502907
25.1692753,-1.408860,0.688357,0.880817,0.615684,0.896473,33.557518
25.1892376,-0.750434,0.693146,0.282248,0.006023,1.592278,25.870506
25.2091999,0.355721,1.315658,-0.388148,-0.307202,6.234322,12.411789
25.2291946,1.023723,2.606172,-1.855839,-0.626120,18.079811,6.929695
25.2491913,0.044465,3.049112,-1.781616,-0.298152,19.423534,15.470703
25.2691860,-1.624345,2.299705,1.603889,2.038987,6.124470,30.644051
25.2891808,-3.039361,1.380303,3.844930,3.861798,0.208378,45.850967
25.3091755,-3.111189,1.641279,2.511318,2.810296,3.914968,45.180389
25.3291721,-1.662653,2.496035,-1.099248,-0.006513,15.440907,30.485527
25.3491669,-0.089614,2.919822,-3.450426,-1.482100,26.899532,16.622116
25.3691616,1.425961,2.541526,-3.993926,-2.014615,28.887669,3.356537
25.3891563,2.386066,1.581422,-3.031427,-1.913889,20.606522,-7.672394
25.4091511,1.691726,1.413823,-1.633171,-1.144282,12.257011,-1.607635
25.4291477,0.077985,2.215905,-0.996294,-0.277551,12.650284,15.309921
25.4491425,-1.298723,3.063478,-0.785598,0.535839,16.185547,26.383255
25.4691353,-1.935600,3.559093,-0.627576,1.086742,18.061684,30.237816
25.4891300,-1.511814,3.487265,-0.182240,1.291674,15.843105,27.293594
25.5091267,-0.333830,3.176009,-0.361811,0.836315,14.574539,18.518074
25.5291557,0.923164,2.778559,-0.878974,0.199975,14.878883,7.973831
25.5491848,1.222448,2.783348,-1.290790,-0.076416,16.639351,5.447952
25.5692120,1.167380,2.948553,-1.724154,-0.279907,19.053051,6.112564
25.5893059,0.473040,3.123335,-1.954004,-0.360539,20.486584,11.950348
25.6094017,-0.070460,3.123335,-1.551766,-0.081514,18.785381,16.399185
25.6294975,-0.333830,2.757011,-1.257270,-0.110901,16.135170,18.781029
25.6496258,-0.522978,2.651663,-1.070517,-0.029992,15.038513,20.499001
25.6697540,-0.867754,2.527161,-0.747289,0.165810,13.507637,23.647018
25.6898823,-1.313089,2.718703,-0.507862,0.524844,13.819683,27.112167
25.7100124,-1.454351,2.934187,-1.161499,0.198154,17.231590,27.849876
25.7301731,-1.128730,2.972496,-2.265260,-0.595602,21.732677,25.172447
25.7503357,-0.501430,2.737857,-2.566938,-1.038005,21.779259,20.234581
25.7704964,0.022916,2.091403,-1.817530,-0.984496,15.322693,15.858902
25.7906570,0.051648,1.768176,-1.072911,-0.613007,10.814938,15.654190
25.8108196,-0.376927,2.452938,-0.996294,-0.111837,13.828823,19.381104
25.8309479,-1.011410,2.381110,-1.187836,-0.247039,14.627712,25.135567
25.8510761,-1.317877,1.844792,0.356471,0.709185,7.345978,29.030411
25.8712063,-1.605190,1.049893,2.808208,2.527125,-1.471888,34.284004
25.8913326,-1.885321,0.654838,5.013336,4.467453,-6.074068,38.871826
25.9114609,-2.737682,0.736243,5.755561,5.330335,-5.349459,46.685089
25.9315910,-3.475119,0.934968,3.540856,3.535398,0.320469,51.592651
25.9517193,-4.717748,2.522372,-0.538987,1.380760,18.935284,51.793495
25.9718456,-4.344241,2.361956,-2.622006,-0.259615,26.197735,50.313576
25.9919758,-3.532582,1.902255,-3.637179,-1.537660,28.190262,47.083618
26.0121040,-3.443993,2.108162,-4.113640,-1.698153,31.386745,45.560608
26.0322323,-3.199777,2.326042,-3.967589,-1.562817,30.791870,42.948547
26.0523624,-3.058515,2.428995,-3.732950,-1.412254,29.566166,41.546967
26.0724888,-3.728912,2.534343,-3.527042,-0.948727,29.984772,45.734367
26.0926170,-4.044956,2.318859,-2.918897,-0.604521,26.862152,48.655556
26.1127472,-4.152699,2.393081,-2.363425,-0.166194,24.697292,49.010147
26.1328411,-4.049745,2.694760,-2.521447,-0.112365,26.118877,47.130226
26.1529369,-3.008235,2.651663,-2.875800,-0.764170,25.773617,40.390907
26.1730309,-1.928418,2.467304,-2.772846,-1.147239,22.928223,32.743675
26.1930943,-0.985073,2.196751,-2.394550,-1.257343,18.891850,25.215813
26.2131538,-0.384110,2.009997,-1.781616,-0.994797,14.901535,19.827736
26.2332153,-0.417630,2.254213,-1.503880,-0.623585,14.919125,19.920959
26.2532463,-0.621143,2.598989,-1.436841,-0.330112,16.289913,21.406189
26.2732735,-0.726492,2.713914,-1.436841,-0.243414,16.843487,22.185341
26.2933025,-1.037747,2.883907,-1.441629,-0.097544,17.780754,24.565613
26.3133297,-1.325060,2.807291,-1.159105,0.095351,16.591000,27.045998
26.3333244,-1.162250,2.218299,-0.407302,0.276958,11.228333,26.776962
26.3533211,-1.186192,2.144077,-0.376177,0.261060,10.823997,27.142494
26.3733158,-1.277175,2.598989,-1.106431,-0.009407,15.484280,27.038216
26.3933105,-1.475900,2.534343,-1.642748,-0.414301,17.549896,28.839973
26.4133053,-1.243655,2.503218,-1.573314,-0.422116,16.895447,26.936043
26.4333019,-0.156654,2.831234,-1.956398,-0.570992,19.287506,17.224007
26.4532967,0.604725,3.475294,-2.401733,-0.389867,23.902451,11.040398
26.4732914,1.483424,4.301318,-2.420887,0.319199,27.256321,5.287567
26.4933205,2.438740,4.729894,-3.177478,0.410492,32.641003,-0.364693
26.5133476,1.909605,4.172028,-1.738519,0.701698,24.157726,2.213829
26.5333767,0.784296,1.739444,2.255131,2.210496,1.358435,8.204971
26.5534039,-0.590018,-0.379489,5.295860,4.320409,-11.737000,26.786804
26.5734348,-2.273193,-0.815247,5.729224,4.827559,-10.870403,53.093887
26.5934620,-3.132738,-0.017954,4.551241,4.072716,-5.017372,55.024445
26.6134911,-2.804722,0.884688,2.188091,2.138192,1.388571,46.452721
26.6335182,-2.179816,1.251012,0.102678,0.349172,6.879898,39.078964
26.6535473,-1.435197,1.397063,-1.544583,-1.066206,11.972385,31.390854
26.6736107,-0.870148,1.344389,-2.408916,-1.853906,14.688301,25.732002
26.6937046,-0.755223,1.447343,-2.480744,-1.855174,15.445652,24.321213
26.7138329,-0.987468,1.574239,-2.073718,-1.437510,14.477718,26.447983
26.7339954,-1.212529,1.449737,-1.360224,-0.926794,11.200256,29.012413
26.7541561,-1.334637,1.274955,-0.574902,-0.367765,7.711147,30.746597
26.7743511,-1.502237,1.468891,0.172112,0.385245,6.480873,31.831100
26.7945461,-1.325060,1.713107,0.090707,0.418482,7.579880,29.429932
26.8147411,-1.123941,2.100980,-0.313926,0.277571,10.366619,26.663155
26.8349705,-0.786348,2.577440,-0.718558,0.211595,13.564594,22.869873
26.8552303,-0.549315,2.871936,-0.653913,0.430027,14.444092,20.520599
26.8754940,-0.645086,3.113758,-0.361811,0.815199,14.444519,21.084061
26.8957901,-0.913245,3.379522,0.021273,1.300758,14.329147,22.920967
26.9160824,-1.406466,3.219106,0.140986,1.348886,13.678032,26.958031
26.9363785,-1.401677,2.448150,0.792230,1.410001,8.670963,28.397858
26.9567070,-0.841417,2.838416,1.000531,1.737247,9.181499,23.002846
26.9770355,-1.569276,1.945352,-1.226144,-0.464266,13.453846,31.083687
26.9973640,-1.909263,1.140875,-1.408109,-1.007316,11.031158,36.972710
27.0176926,-2.586843,-0.496809,1.740362,1.197935,-3.235603,53.688080
27.0380211,-3.041755,-1.071434,4.115482,3.385787,-7.592699,63.342636
27.0583496,-3.317097,0.001201,2.647792,2.374391,-1.232470,56.422165
27.0787106,-3.302731,1.461708,-1.063334,-0.149475,14.173840,47.487816
27.0990391,-2.474312,1.962112,-3.357049,-1.730190,24.766018,38.809937
27.1193676,-1.638710,1.507199,-3.325923,-2.263590,21.166348,33.028206
27.1396961,-0.874937,0.767369,-1.851050,-1.763011,9.164558,27.160782
27.1600246,-0.570864,0.858351,-1.697816,-1.619479,8.733673,23.370384
27.1803532,-0.001026,1.183972,-2.339482,-1.969296,12.946873,16.402077
27.2006817,0.604725,1.418612,-2.928474,-2.248450,17.133949,9.762115
27.2210102,0.257555,1.780147,-2.483139,-1.687537,16.755207,13.564674
27.2413712,-0.970708,2.268579,-1.151922,-0.296486,13.960007,24.962189
27.2617321,-2.014611,3.140095,-0.220549,1.127488,15.195583,31.725281
27.2820606,-2.289953,3.750635,-0.752078,1.201445,19.558086,32.299767
27.3023567,-2.275587,4.579054,-1.554160,1.262982,25.296631,30.547775
27.3226490,-2.517409,5.460147,-1.891753,1.797569,29.351055,30.466965
27.3429451,-2.778385,5.685209,-1.649931,2.173922,29.184834,31.544716
27.3632412,-2.649094,5.297337,-0.912494,2.284829,25.261833,31.492256
27.3835030,-2.069679,4.674825,-0.608421,1.902355,21.836784,29.092651
27.4037647,-1.849406,4.775385,-1.123190,1.598660,23.878662,27.553413
27.4240265,-1.250838,5.788163,-1.649931,1.977799,28.534222,22.771240
27.4442539,-0.855782,5.804923,-2.452013,1.505310,31.707550,20.455688
27.4644489,-0.702549,4.279770,-1.695422,0.707612,23.883499,20.526199
27.4846439,-0.982679,2.388293,0.318163,0.937669,9.458172,24.869537
27.5048065,-0.848600,1.602971,1.239959,1.284257,3.421148,24.989578
27.5249672,-0.151866,1.760993,-0.026612,0.242270,7.285530,17.721924
27.5451298,0.817816,1.787330,-1.245298,-0.717294,11.720871,7.921204
27.5652580,1.270334,1.600576,-1.709788,-1.152225,12.985474,3.084282
27.5853863,1.689332,-0.017954,-0.143932,-0.610149,-0.006927,-7.029434
27.6055164,0.942318,-0.523145,1.350096,0.498970,-7.088493,1.535149
27.6256428,0.168967,-0.520751,1.488963,0.603676,-7.759544,14.545815
27.6457710,0.288681,-0.441740,0.310980,-0.477476,-5.047747,12.542542
27.6659012,0.690919,-0.513568,-1.147133,-1.834791,-1.570492,5.708603
27.6859951,0.760353,-0.305267,-2.492716,-2.926542,4.599113,5.115982
27.7061234,0.075591,0.149646,-2.792000,-2.955535,8.721943,15.841446
27.7262516,-0.293128,0.360342,-2.784817,-2.812098,10.234028,20.731171
27.7463818,-0.204540,0.331611,-2.384974,-2.508022,8.180122,19.579742
27.7665424,-0.187780,0.554278,-2.461590,-2.443367,9.891621,19.102264
27.7867050,-0.556498,0.817648,-2.739326,-2.476331,13.028431,23.276260
27.8068676,-0.712126,0.891871,-2.214980,-2.003219,11.199043,24.957367
27.8270264,-0.549315,0.334005,-0.574902,-0.934024,1.939409,24.189102
27.8471546,-1.143095,0.039509,1.675716,1.048203,-4.229704,33.038719
27.8672848,-2.249250,0.571038,2.523290,2.196516,-1.644609,43.014328
27.8874130,-2.565295,0.884688,2.513713,2.372220,0.180752,44.336967
27.9075394,-2.345021,1.078624,2.683706,2.553527,0.102520,41.369804
27.9276352,-1.483082,1.078624,1.939087,1.737627,0.249210,32.917320
27.9476967,-0.728886,0.487238,1.062782,0.614338,-1.364113,26.128319
27.9677601,-0.317071,-0.089782,0.519282,-0.140886,-3.406544,21.840797
27.9878216,0.228824,-1.057069,0.466608,-0.533982,-8.879047,13.366859
28.0079174,2.067627,-1.545501,0.193661,-0.737436,-7.310228,-24.690479
28.0280113,3.238428,-1.320439,0.164929,-0.398248,-1.663221,-35.804733
28.0481396,2.730841,-0.537511,0.543224,0.035481,-1.441294,-23.058064
28.0683022,0.310229,0.511181,1.472203,0.959708,-2.589088,12.651901
28.0884647,-0.642692,0.990036,1.091514,0.849627,0.867750,23.954407
28.1086578,-0.834234,1.634096,0.006907,0.246117,6.976646,24.786270
28.1288528,-0.226088,1.866341,-0.850243,-0.368238,10.544071,18.397926
28.1490479,-0.707337,2.292521,-0.541382,0.165650,11.650856,22.539810
28.1692448,-0.094403,2.038729,0.155353,0.546218,7.983742,17.007957
28.1894398,-0.374533,2.179991,0.988560,1.330389,6.282173,19.584656
28.2096348,-1.023382,2.773771,1.898384,2.461525,6.658222,24.611519
28.2298298,0.049254,2.613355,1.304605,1.818156,7.133564,15.504288
28.2500248,1.143437,2.225482,0.428300,0.915930,8.289413,5.372025
28.2702179,1.062032,2.311676,0.617447,1.113335,8.047237,6.232826
28.2904129,0.681342,2.239848,0.564774,1.005898,7.711342,9.661133
28.3105755,-0.242848,2.242242,0.753921,1.161465,7.153893,18.305618
28.3307362,-1.303512,2.534343,0.732372,1.395995,9.094570,27.385834
28.3508987,-1.224501,2.462515,0.406751,1.080320,9.699776,26.849358
28.3710270,-0.781560,2.227876,0.131410,0.673991,9.204540,23.306885
28.3911572,-1.291540,2.338013,0.488156,1.084652,9.006454,27.678925
28.4113178,-0.314676,2.287733,0.083524,0.637510,9.373238,18.940773
28.4315128,-0.273974,2.972496,-0.234915,0.799671,13.300129,18.143288
28.4517078,-0.314676,3.041930,-0.495891,0.646544,14.495415,18.440903
28.4719028,-0.843811,2.876725,-0.747289,0.387459,14.959442,22.974297
28.4920979,-0.671423,2.771377,-0.258858,0.678818,12.711288,21.651634
28.5122948,-0.300311,2.431390,-0.251675,0.452285,11.079594,18.706612
28.5324898,-0.575652,1.935775,0.033244,0.411353,8.087307,21.762497
28.5526829,-1.260415,2.103374,0.330134,0.820230,8.469784,27.901146
28.5729122,-1.926023,2.414629,0.981377,1.630940,8.602505,32.867722
28.5931740,-2.088834,2.486458,1.529666,2.152078,7.593277,33.984077
28.6134338,-3.008235,2.919822,1.548820,2.601414,10.390438,39.491714
28.6336975,-2.773596,2.804896,1.110668,2.129699,10.860012,38.208298
28.6539249,-1.641105,2.112951,0.413934,0.951474,8.691189,31.271439
28.6741219,-0.865360,1.509594,-0.328291,-0.097803,7.475407,25.341995
28.6943169,-0.408053,1.198338,-0.756866,-0.663729,7.004124,20.966255
28.7144775,-0.036940,0.966094,-1.010660,-1.018929,6.495064,16.919312
28.7346725,0.729228,1.037921,-1.415292,-1.301484,8.480526,7.970337
28.7548676,0.762747,0.839197,-1.683451,-1.632077,8.436817,7.302185
28.7750950,-0.137500,0.784129,-1.649931,-1.649557,7.853260,18.253006
28.7953243,-0.415236,0.523152,-1.015448,-1.236644,4.264299,22.064568
28.8155537,-0.065672,0.506392,-0.670672,-0.962300,2.878702,17.564392
28.8358154,0.154602,1.363543,-0.986717,-0.781096,8.472195,14.629364
28.8561096,0.135447,2.500823,-1.080093,-0.160600,14.248394,14.750130
28.8764038,0.298258,2.984467,-1.048968,0.183516,16.212547,13.361015
28.8966999,0.176150,3.219106,-0.594056,0.677755,15.489342,14.379875
28.9169960,0.085168,3.274174,-0.378572,0.876157,14.952095,15.108925
28.9372883,0.046859,2.757011,0.011696,0.849163,11.534023,15.499771
28.9575844,0.501771,1.760993,0.152958,0.392092,6.734722,11.081795
28.9778805,0.623879,0.865534,0.198449,-0.021082,2.321102,9.000610
28.9981747,1.255968,0.209503,-0.091258,-0.526526,0.298000,-0.412300
29.0184364,1.277516,0.233445,-0.634758,-0.996024,2.009544,-0.611023
29.0386658,0.592754,0.683569,-0.606027,-0.813012,3.713318,9.176620
29.0588932,0.255161,1.112144,-0.459976,-0.477352,5.419191,13.488144
29.0791206,-0.120740,1.504805,-0.196607,-0.040922,6.588589,17.552101
29.0993843,-0.080037,1.775358,-0.151115,0.144591,7.724365,16.986717
29.1196442,-0.221300,2.033940,-0.017035,0.405519,8.529724,18.236954
29.1399403,0.214458,1.749021,-0.347445,-0.035945,8.201862,13.999565
29.1602364,0.666976,1.440160,-1.041785,-0.769484,9.172173,9.114166
29.1804962,0.980626,1.183972,-1.278819,-1.087463,8.924751,5.354630
29.2007256,1.454693,1.028345,-1.216567,-1.068232,8.401779,-0.227264
29.2209206,1.449904,1.155241,-0.869397,-0.712868,7.801544,0.176620
29.2411156,1.445116,1.243829,-0.601239,-0.442842,7.322296,0.462769
29.2613430,1.900028,1.385091,-0.807146,-0.464280,9.319042,-3.764389
29.2815723,2.043684,1.504805,-1.041785,-0.558846,10.936996,-4.764572
29.3017998,1.502578,1.569451,-1.379378,-0.881699,11.766193,0.691109
29.3220634,1.337373,1.835215,-1.053757,-0.487438,11.619896,2.888046
29.3422909,1.868902,1.880706,-1.125585,-0.436928,12.700096,-2.009621
29.3625183,2.594368,1.926198,-1.017842,-0.172732,13.600731,-8.255157
29.3827152,3.030126,1.739444,-1.056151,-0.193835,13.802349,-12.574772
29.4029102,3.135474,1.251012,-1.075305,-0.448466,12.129646,-15.628086
29.4231052,3.025337,0.855957,-1.015448,-0.640955,9.994659,-16.686523
29.4432659,2.393249,0.853562,-0.680250,-0.537415,7.324379,-10.742409
29.4633942,1.550464,0.503998,0.255912,-0.051616,1.285975,-3.034248
29.4835224,1.574407,0.111337,1.730785,1.133341,-3.903362,-4.936592
29.5036507,1.586378,-0.068233,2.362874,1.662056,-5.835979,-5.933784
29.5237789,1.995799,0.381890,1.936692,1.481385,-2.422159,-8.760048
29.5439091,2.977452,0.451324,0.708429,0.614036,2.859015,-18.550900
29.5640354,3.525741,0.305274,-0.187029,-0.051260,6.393555,-24.338638
29.5841637,2.766756,0.202320,-0.206183,-0.341063,3.821968,-18.055885
29.6042938,2.429163,0.254994,-0.378572,-0.553320,3.683926,-14.234333
29.6244221,2.900835,0.353159,-1.305155,-1.162905,8.523758,-18.425201
29.6445484,3.379690,0.408227,-1.815136,-1.382655,12.207306,-22.426029
29.6646786,3.578415,0.108943,-1.417686,-1.133317,10.049572,-26.132187
29.6848068,3.935162,-0.281324,-0.795175,-0.645816,7.596424,-31.928524
29.7049026,3.628695,-0.480049,-0.577296,-0.654834,5.021368,-31.120060
29.7249966,2.967875,-0.092176,-0.699404,-0.831835,4.666737,-22.055542
29.7450581,2.577608,0.432170,-0.471948,-0.518051,5.156473,-14.764801
29.7651215,2.766756,0.535124,-0.153509,-0.150761,5.101915,-16.056309
29.7851810,2.694927,0.944545,-0.218155,-0.032987,6.887321,-13.217464
29.8052444,2.670985,1.097778,-0.081681,0.149946,7.060390,-12.268005
29.8253059,2.072416,1.294109,0.583927,0.683001,4.840361,-5.765465
29.8453674,1.313431,1.495228,1.182496,1.192107,3.185709,2.428062
29.8653946,1.406807,1.440160,1.304605,1.282316,2.731596,1.348457
29.8854256,1.255968,1.535931,0.971800,1.023226,3.853008,3.099556
29.9054527,0.990203,1.749021,0.435482,0.649906,6.072945,6.149597
29.9254494,0.832181,1.978872,-0.206183,0.231838,8.984303,7.990700
29.9454441,0.889644,2.215905,-0.845455,-0.134661,12.281670,7.701950
29.9654388,1.145831,2.165625,-1.221356,-0.435433,13.617180,5.262428
29.9854336,1.435539,2.089008,-1.329098,-0.532526,13.930347,2.457169
30.0054302,1.397230,2.232665,-1.099248,-0.270940,13.655811,3.074471
30.0254250,1.433144,2.302099,-0.955591,-0.112453,13.455853,2.877533
30.0454521,1.471453,2.373927,-1.051363,-0.135581,14.161358,2.668518
30.0654812,1.840171,2.354773,-1.159105,-0.174031,14.863796,-0.577888
30.0855083,2.208889,2.268579,-0.867003,0.062585,13.866241,-3.932785
30.1055374,2.546482,2.048306,-0.603633,0.208035,12.519115,-7.436256
30.1255646,3.018154,1.538325,-0.433640,0.178816,10.747360,-13.328465
30.1455936,3.300679,1.246223,-0.572507,-0.001331,10.699032,-17.018951
30.1656570,3.149839,1.310869,-0.567719,-0.010152,10.585617,-15.460663
30.1857166,2.845767,1.662827,-0.799963,-0.090425,12.180374,-11.365044
30.2057800,2.615916,2.098586,-1.286001,-0.266698,15.373257,-7.843399
30.2258415,2.532117,2.335618,-1.506275,-0.301030,17.079990,-6.401085
30.2459030,2.472260,2.598989,-1.475149,-0.121832,17.914864,-5.155373
30.2659664,2.299872,2.527161,-0.776021,0.309797,14.707516,-3.977936
30.2860260,2.113118,1.904649,0.627025,1.034811,7.353165,-4.150734
30.3060875,1.600744,1.207915,2.463433,2.231526,-0.629892,-1.272011
30.3261509,1.330191,0.875111,2.700466,2.285101,-2.753210,0.734039
30.3462124,1.337373,0.860745,1.599100,1.278085,-0.577623,0.612213
30.3662739,0.920770,1.124115,0.550407,0.428191,2.809238,5.919189
30.3863354,0.738805,1.114539,-0.033795,-0.095310,4.285759,7.958733
30.4063969,0.350932,1.025950,-0.301954,-0.385544,4.498093,12.353714
30.4264584,0.657399,0.729060,-0.558142,-0.745783,3.842043,8.429962
30.4465218,1.287094,0.650049,-1.053757,-1.155584,5.621273,0.597923
30.4665813,1.327796,0.911025,-1.369801,-1.276419,8.191750,0.859550
30.4866447,1.246391,1.013979,-1.305155,-1.176573,8.395313,2.041451
30.5067062,1.816228,0.609346,-1.197413,-1.215228,6.755363,-5.703331
30.5267677,2.388460,0.233445,-1.132768,-1.219481,5.926533,-13.921703
30.5468636,2.515357,0.338793,-1.058545,-1.074619,6.507332,-14.658077
30.5669575,2.709293,0.424987,-1.127979,-1.038705,7.669971,-16.127148
30.5870533,2.905623,0.654838,-1.221356,-0.945117,9.568745,-16.698257
30.6071491,2.927172,0.867928,-1.051363,-0.693320,9.928482,-15.742226
30.6272430,2.536905,1.033133,-0.373782,-0.158300,7.424480,-11.310730
30.6473045,2.067627,1.236647,0.255912,0.374058,5.513464,-5.925964
30.6673679,1.914394,1.346783,0.643785,0.733118,4.664469,-4.030663
30.6874294,2.019742,1.425794,0.741949,0.873242,4.890844,-4.797646
30.7074890,1.864114,1.804090,0.679698,0.985563,6.457314,-2.173874
30.7275848,1.411596,2.136894,0.806595,1.208064,7.025589,2.768112
30.7477150,1.045272,2.263790,1.122640,1.507413,6.423080,6.323784
30.7678089,0.860913,2.433784,0.775470,1.298103,7.999104,8.187286
30.7879047,0.552051,2.759405,-0.194212,0.694214,12.259216,11.138443
30.8080006,0.655005,2.974890,-1.161499,0.104703,16.668301,10.380875
30.8280945,1.279911,2.881513,-1.937244,-0.464078,19.756302,5.099678
30.8481903,1.648629,2.725885,-1.848656,-0.461567,19.024837,1.801376
30.8682842,2.036502,2.639691,-1.611623,-0.285026,18.078876,-1.562469
30.8883801,2.017347,2.814474,-1.649931,-0.197430,18.919495,-1.014557
30.9084740,1.979039,2.941370,-1.755279,-0.190723,19.821320,-0.441017
30.9285698,1.904817,3.137701,-1.405715,0.176535,19.074917,0.526161
30.9486637,1.394836,3.300511,-0.979534,0.519398,17.636551,4.736267
30.9687595,0.753170,2.977284,-0.443216,0.648580,14.071072,9.565941
30.9888554,0.824998,1.904649,-0.428851,0.007143,9.371273,7.980148
31.0089493,1.164986,1.538325,-0.807146,-0.482798,9.162376,4.034111
31.0290470,1.469058,2.371533,-2.277231,-1.036030,19.242104,2.685242
31.0491409,1.562435,2.146471,-3.577322,-2.051329,24.934399,1.414833
31.0692368,1.504973,0.482450,-1.345858,-1.458385,6.062984,-2.568779
31.0893307,0.451492,-1.002001,2.283862,1.230901,-11.319713,8.957237
31.1094589,-1.303512,-0.537511,2.671735,1.820501,-8.202883,38.334198
31.1295872,-2.397695,0.968488,0.820961,0.878116,4.117981,42.382782
31.1496811,-2.091228,1.607759,-0.855032,-0.263618,11.408176,36.859673
31.1697769,-2.158268,1.282138,0.191266,0.433997,6.702888,38.749039
31.1898708,-2.775991,1.138481,1.302210,1.461965,4.341572,44.884430
31.2099686,-2.723317,1.401852,1.445867,1.689192,4.839964,43.178932
31.2300644,-2.172633,2.053094,-0.043372,0.650814,10.629196,36.002762
31.2501907,-1.392100,2.654057,-1.518246,-0.258081,17.450142,27.891762
31.2703190,-0.511007,2.541526,-2.009072,-0.792939,18.381222,20.498222
31.2904491,0.080379,2.014786,-1.482332,-0.780979,13.574921,15.319710
31.3105774,0.554446,1.739444,-1.070517,-0.621803,10.719128,10.533600
31.3307037,0.492194,2.103374,-0.766444,-0.162085,11.329945,11.359726
31.3507996,0.226430,2.967707,-1.084882,0.145132,16.276127,13.960159
31.3708954,0.683736,3.405859,-1.839079,-0.067201,21.167377,10.389534
31.3909893,1.315825,3.472899,-1.894147,-0.002875,21.932156,5.558540
31.4110851,1.619898,3.405859,-1.264453,0.418272,19.297592,3.158165
31.4311790,1.849748,3.164038,-0.419273,0.901461,15.427681,0.999657
31.4512768,1.526521,3.436985,0.234364,1.526690,14.010845,3.910873
31.4713707,0.987809,3.954148,-0.187029,1.502444,17.030514,8.455376
31.4914989,0.722045,4.193576,-1.139950,0.986449,21.268013,10.503410
31.5116272,0.686131,3.942177,-1.209384,0.753538,20.627918,10.642471
31.5317574,1.334979,5.124949,-1.549371,1.478376,26.117477,7.032349
31.5519180,-0.027363,5.160863,-2.796789,0.731869,31.290794,15.662109
31.5720806,-1.011410,3.499236,-0.397725,1.075475,16.266689,23.528687
31.5922394,-1.083238,0.753003,4.160974,3.605328,-5.554031,29.626411
31.6124363,-0.338619,0.693146,3.976615,3.362790,-6.078241,20.833023
31.6326313,0.870490,2.024363,0.107467,0.517612,8.218254,7.671844
31.6528263,1.557647,3.051507,-2.121603,-0.432160,21.455730,3.096039
31.6730537,1.052455,2.237453,-1.013054,-0.238522,13.090008,6.223656
31.6932831,0.592754,1.042710,1.192073,0.939536,0.630436,9.552139
31.7134781,0.513743,0.820043,1.220804,0.864293,-0.513390,10.284653
31.7336731,0.271921,1.332417,-0.335474,-0.254902,6.140408,13.339798
31.7538681,-0.127923,1.907043,-1.985129,-1.228093,15.177242,17.400063
31.7740631,-0.736069,2.321253,-2.904531,-1.549424,21.737209,22.762535
