Keuwl Accelerometer Data File
2021-04-09 15-36-29

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
113.4406433,-0.393687,3.238260,-1.716970,-0.101578,20.010895,18.961113
113.4608078,-0.151866,3.295723,-1.546977,0.046781,19.475422,16.999306
113.4810028,-0.235665,3.252626,-1.678662,-0.072625,19.864323,17.687332
113.5011673,-0.374533,3.374734,-1.901330,-0.129336,21.326694,18.723969
113.5213242,-0.520584,3.391494,-1.831896,-0.060802,21.144997,19.857262
113.5414886,-0.345802,3.389100,-1.453600,0.186955,19.511047,18.489899
113.5616455,-0.103980,3.396282,-1.343464,0.259646,19.045082,16.585823
113.5818176,-0.171020,3.451351,-1.590074,0.129552,20.269138,17.092415
113.6019745,-0.360168,3.401071,-1.678662,0.040615,20.484440,18.595642
113.6221390,-0.482276,3.357974,-1.362618,0.236549,19.067959,19.581795
113.6422653,-0.331436,3.250232,-1.046574,0.378428,17.359615,18.455544
113.6623917,-0.096797,3.228683,-1.175865,0.261173,17.718369,16.580879
113.6825180,0.001368,3.221500,-1.451206,0.057419,18.766541,15.791161
113.7026825,-0.180597,3.077844,-1.609228,-0.150853,18.854900,17.318748
113.7228394,-0.374533,2.881513,-1.592468,-0.267518,18.022892,19.042633
113.7430115,-0.539738,2.749828,-1.286001,-0.124033,16.299080,20.551758
113.7631683,-0.391293,2.610960,-1.309944,-0.244451,15.731720,19.384872
113.7833633,-0.381716,2.761799,-1.652325,-0.393121,17.764324,19.188667
113.8035583,-0.329042,2.802502,-1.932456,-0.566847,19.107731,18.710030
113.8237457,-0.379322,2.862359,-2.006678,-0.573241,19.701859,19.096397
113.8439484,-0.362562,2.788136,-1.786405,-0.471819,18.432346,19.005959
113.8641434,-0.259608,2.713914,-1.657114,-0.436069,17.538155,18.167702
113.8843384,-0.120740,2.721097,-1.400927,-0.249862,16.492027,16.960732
113.9044952,-0.108769,2.627720,-1.278819,-0.222609,15.600845,16.893013
113.9246597,-0.161443,2.486458,-1.372195,-0.384467,15.356361,17.423035
113.9448242,-0.228482,2.338013,-1.376984,-0.483155,14.724888,18.112747
113.9649582,-0.103980,2.359561,-1.262058,-0.386582,14.340816,16.958725
113.9850845,0.195304,2.486458,-1.266847,-0.311460,14.901302,14.211754
114.0052109,0.276710,2.464910,-1.508669,-0.506242,15.768242,13.475433
114.0253067,0.121082,2.479275,-1.544583,-0.523557,15.976513,14.881088
114.0454025,0.068408,2.254213,-1.350646,-0.525912,14.179726,15.393394
114.0654984,-0.048912,2.285339,-1.137556,-0.340709,13.514389,16.478760
114.0855560,-0.039335,2.421813,-0.981928,-0.134068,13.544193,16.345390
114.1056213,0.070802,2.421813,-0.953197,-0.113810,13.424572,15.343597
114.1256790,0.101928,2.218299,-0.689827,-0.035849,11.551167,15.084366
114.1457443,-0.041729,1.928592,-0.500679,-0.055609,9.577072,16.539246
114.1658401,-0.223694,1.899860,-0.433640,-0.012107,9.263840,18.350800
114.1859360,-0.273974,1.959717,-0.591661,-0.102926,10.095478,18.801041
114.2060318,-0.194963,1.933381,-0.697010,-0.206631,10.310600,18.045479
114.2261200,-0.228482,1.952535,-0.720953,-0.213098,10.494930,18.361526
114.2462158,-0.317071,1.930986,-0.584479,-0.111985,9.953278,19.245644
114.2663498,-0.561287,1.760993,-0.232520,0.093097,8.116421,21.846489
114.2864761,-0.594806,1.440160,0.117043,0.215262,5.554218,22.648338
114.3065720,-0.676212,1.397063,0.253517,0.315848,5.011517,23.579636
114.3266678,-0.692972,1.449737,0.282248,0.368822,5.187914,23.665527
114.3467560,-0.472698,1.490439,0.100284,0.218793,5.764395,21.289841
114.3668518,-0.250031,1.495228,0.200844,0.294975,5.384008,18.931358
114.3869171,-0.431996,1.425794,0.469002,0.498052,4.376255,20.939835
114.4069748,-0.697760,1.294109,0.490551,0.469739,3.877987,23.992844
114.4270401,-0.764800,1.210310,0.433088,0.384592,3.698936,24.880974
114.4471054,-0.762406,1.140875,0.191266,0.140924,4.044779,24.997185
114.4671631,-0.733674,1.219886,0.018879,0.029704,4.900631,24.522720
114.4872284,-0.601989,1.248618,0.042821,0.053692,4.862970,23.032997
114.5072861,-0.424813,1.205521,0.188872,0.145250,4.113525,21.143478
114.5273438,-0.381716,1.057076,0.387597,0.242400,2.813454,20.852356
114.5474091,-0.326648,0.932574,0.471396,0.253839,1.950500,20.370995
114.5674667,-0.269185,0.875111,0.471396,0.224289,1.639147,19.756973
114.5875320,-0.168626,0.784129,0.488156,0.193206,1.101248,18.634003
114.6075897,-0.144683,0.650049,0.538436,0.176702,0.292088,18.459137
114.6276855,-0.221300,0.401044,0.492945,0.029957,-0.830265,19.717896
114.6477814,-0.396082,0.288514,0.409145,-0.084917,-1.101345,22.235771
114.6678772,-0.489458,0.164011,0.265489,-0.261200,-1.323761,23.770439
114.6879730,-0.515795,0.223868,0.148170,-0.340330,-0.688402,23.993462
114.7080688,-0.384110,0.235839,0.033244,-0.447463,-0.435015,22.171906
114.7281647,-0.372139,0.235839,0.026061,-0.454633,-0.424961,22.007988
114.7482605,-0.400870,0.348371,-0.014642,-0.440290,0.305326,22.189003
114.7683182,-0.240454,0.420199,0.081130,-0.331129,0.330524,19.947350
114.7883835,0.018128,0.566249,0.112255,-0.245363,0.924643,16.441711
114.8084412,0.147419,0.714694,0.014090,-0.264721,1.952822,14.759834
114.8285065,0.130659,0.726666,-0.196607,-0.444089,2.614782,14.967506
114.8485718,-0.094403,0.896659,-0.486314,-0.607522,4.420626,17.645256
114.8685989,-0.259608,1.109750,-0.603633,-0.590575,5.964741,19.394081
114.8886261,-0.381716,1.162424,-0.249280,-0.255361,5.174576,20.717262
114.9086533,-0.482276,1.155241,0.215209,0.146523,3.829613,21.855392
114.9286880,-0.606778,1.308475,0.543224,0.515202,3.732447,22.985855
114.9487076,-0.709732,1.404246,0.643785,0.657788,3.979374,23.921509
114.9687347,-0.870148,1.526354,0.658150,0.745761,4.627874,25.357651
114.9887695,-0.968313,1.607759,0.928703,1.029058,4.349249,26.184425
115.0087967,-0.874937,1.655644,0.993348,1.099272,4.306606,25.153992
115.0288544,-0.719309,1.840003,1.290238,1.433717,4.219425,23.296547
115.0489197,-0.333830,1.751416,1.218410,1.303385,3.810705,19.570801
115.0689850,0.097139,1.859158,1.196862,1.327511,4.237539,15.178787
115.0890427,0.750776,1.775358,0.895184,1.039713,4.782892,8.580101
115.1091080,0.784296,1.660433,0.212815,0.400941,6.198921,8.118027
115.1291656,0.209670,1.631702,-0.285194,-0.050057,7.440304,14.042122
115.1492310,-0.044123,1.729867,-0.816723,-0.428012,9.720406,16.641579
115.1692963,-0.182991,1.942957,-0.972351,-0.421103,11.335464,17.921928
115.1893539,-0.250031,2.029151,-1.341070,-0.653495,13.157379,18.517647
115.2094193,-0.472698,2.012392,-1.302761,-0.621504,13.026154,20.678818
115.2294388,-0.405659,1.828032,-0.938831,-0.452682,10.753967,20.216125
115.2494659,0.006157,1.808878,-0.428851,-0.067312,8.765575,16.103203
115.2695007,0.501771,1.622125,-0.273223,-0.040254,7.400650,10.999603
115.2895279,0.530503,1.442554,-0.522227,-0.345852,7.341923,10.578506
115.3095551,0.525714,1.399457,-0.807146,-0.606425,8.084175,10.599648
115.3295822,0.858518,1.397063,-0.771232,-0.560003,8.110405,7.014412
115.3496170,1.117100,1.538325,-0.809541,-0.489593,9.129581,4.525673
115.3696442,0.942318,1.825638,-1.254876,-0.691993,12.016140,6.730774
115.3897095,0.631062,2.017180,-1.628383,-0.880575,14.254066,9.970978
115.4097595,0.264738,2.402658,-1.566132,-0.590704,15.719757,13.576126
115.4298248,0.200093,2.747434,-1.312338,-0.171460,16.224552,14.175415
115.4498825,0.295864,2.936582,-1.487120,-0.168736,17.732677,13.374260
115.4699478,0.010945,3.087421,-1.724154,-0.230057,19.342457,15.740288
115.4900131,-0.484670,3.077844,-1.590074,-0.121467,18.868011,19.811325
115.5100708,-0.520584,2.941370,-1.039391,0.185137,16.142502,20.219162
115.5301361,-0.027363,2.632509,-0.373782,0.470303,12.297028,16.175209
115.5501938,0.724439,2.323647,0.088312,0.664612,9.532429,9.328461
115.5702591,1.253574,1.904649,0.042821,0.429717,8.141861,3.823349
115.5903549,0.999781,1.708319,-0.500679,-0.151099,8.797932,5.994408
115.6104507,0.377269,1.751416,-1.439235,-0.911938,12.134472,12.341888
115.6305084,-0.147077,1.957323,-1.997101,-1.203056,15.479881,17.561417
115.6505737,-0.623538,2.342802,-2.107237,-0.991888,17.985130,21.715973
115.6706390,-0.877331,2.847993,-1.855839,-0.435549,19.239994,23.289703
115.6906967,-0.587624,3.243049,-1.242904,0.248156,18.181931,20.505699
115.7107620,-0.161443,3.310089,-0.663490,0.692565,16.134659,17.070221
115.7308197,-0.089614,3.384311,-0.067315,1.186478,14.343002,16.476265
115.7508850,0.015734,3.180798,0.952645,1.855382,10.368961,15.682899
115.7709427,0.042071,2.979679,1.596705,2.264463,7.814041,15.502159
115.7910080,-0.139894,2.780954,1.606283,2.165825,7.036629,17.101784
115.8110733,-0.388899,2.505612,0.818566,1.367894,8.130051,19.446404
115.8311234,-0.585229,2.340407,-0.424063,0.277574,11.386490,21.371071
115.8511887,-0.678606,2.256608,-1.238116,-0.400428,14.022850,22.323967
115.8712463,-0.982679,2.196751,-1.985129,-0.964063,17.046101,25.194016
115.8913116,-1.576459,2.093797,-2.576515,-1.356347,19.933620,30.753128
115.9113770,-1.914052,1.904649,-3.062553,-1.741300,22.013157,34.272804
115.9314651,-1.854195,1.928592,-3.426483,-1.977217,23.968571,33.672302
115.9515991,-1.705750,2.156048,-3.730556,-2.034580,26.434654,31.718529
115.9717255,-1.507025,2.282945,-3.934069,-2.103120,27.902031,29.675476
115.9918213,-1.406466,2.376321,-3.926887,-2.046495,28.133423,28.594162
116.0119171,-1.495054,2.445755,-3.653939,-1.812967,26.943016,29.196907
116.0320053,-1.562093,2.500823,-3.378597,-1.589498,25.727154,29.636368
116.0521469,-1.475900,2.618143,-3.062553,-1.320591,24.453106,28.660530
116.0723038,-1.272386,2.888696,-2.923685,-1.064783,24.645885,26.471962
116.0924683,-1.044930,3.183192,-2.562150,-0.645137,23.876545,24.197144
116.1126251,-0.795925,3.568670,-2.126392,-0.101346,23.216064,21.819878
116.1327896,-0.575652,3.767395,-1.791193,0.248474,22.416992,19.996666
116.1529465,-0.336225,3.911051,-1.484726,0.544686,21.608810,18.142395
116.1731491,-0.130317,3.863166,-1.300367,0.626337,20.657459,16.645248
116.1933060,-0.149471,3.803309,-1.027420,0.772499,19.380836,16.805923
116.2134705,-0.242848,3.743452,-0.876580,0.839588,18.605648,17.526001
116.2336273,-0.357773,3.685989,-0.886158,0.797535,18.452763,18.417778
116.2537918,-0.475093,3.547122,-0.910100,0.690006,18.050228,19.393890
116.2739487,-0.463121,3.355580,-0.929254,0.543095,17.375103,19.432930
116.2941132,-0.690577,3.214317,-0.938831,0.456100,16.948120,21.351822
116.3142776,-0.755223,3.065872,-1.068122,0.266740,16.876060,22.025169
116.3344421,-0.700155,2.974890,-1.094459,0.181100,16.576527,21.673225
116.3545990,-0.666635,2.840811,-1.099248,0.084810,16.021816,21.536606
116.3747635,-0.489458,2.814474,-0.977140,0.144873,15.364105,20.065994
116.3949203,-0.372139,2.759405,-1.400927,-0.212855,16.726627,19.108253
116.4151154,-0.470304,2.938976,-1.609228,-0.233491,18.368385,19.802429
116.4353180,-0.563681,3.087421,-1.599651,-0.115817,18.979156,20.447647
116.4555130,-0.343408,3.092209,-1.532611,-0.079208,18.641811,18.646500
116.4757004,-0.159048,2.941370,-1.362618,-0.070272,17.284218,17.197571
116.4958954,-0.041729,2.867147,-1.111219,0.060304,15.969410,16.233398
116.5160980,0.176150,2.788136,-0.699404,0.315424,14.088959,14.382378
116.5362625,0.401212,2.742645,-0.445611,0.483727,13.015236,12.434105
116.5563889,0.453886,2.689971,-0.361811,0.516987,12.511711,11.959587
116.5765457,0.326989,2.596594,-0.462371,0.377607,12.439491,13.047905
116.5967102,0.075591,2.531949,-0.661096,0.181824,12.851433,15.283539
116.6168671,-0.056095,2.737857,-0.917283,0.120058,14.689457,16.394737
116.6370316,0.068408,2.891090,-1.142345,0.051549,16.178520,15.294334
116.6571884,0.200093,3.006016,-1.087276,0.169207,16.444183,14.181641
116.6773224,0.295864,2.903062,-1.302761,-0.058118,16.854401,13.369476
116.6974564,0.121082,2.800108,-1.286001,-0.116290,16.348099,14.855125
116.7175827,0.034888,2.661240,-1.111219,-0.078164,15.077896,15.621681
116.7377396,0.020522,2.608566,-1.053757,-0.069227,14.631420,15.759003
116.7579041,-0.029758,2.613355,-1.068122,-0.076011,14.713020,16.201744
116.7780304,0.087562,2.587018,-1.163893,-0.167332,14.951122,15.169350
116.7981567,0.046859,2.508007,-1.118402,-0.184220,14.431339,15.544975
116.8182831,0.051648,2.486458,-1.001082,-0.108880,13.892395,15.505928
116.8384094,0.092350,2.548709,-0.900523,0.007695,13.790714,15.131569
116.8585434,0.130659,2.603777,-0.950803,0.004603,14.216415,14.785988
116.8786774,0.087562,2.711520,-1.111219,-0.045549,15.291538,15.153694
116.8988037,0.137842,2.639691,-1.185441,-0.149078,15.262535,14.720345
116.9189301,-0.056095,2.625326,-1.099248,-0.091045,14.887508,16.430267
116.9390564,-0.175808,2.603777,-1.343464,-0.284464,15.764969,17.494034
116.9591904,-0.307493,2.670817,-1.367406,-0.251535,16.189468,18.610016
116.9793167,-0.185385,2.642086,-1.475149,-0.355690,16.461010,17.559502
116.9994431,-0.185385,2.632509,-1.367406,-0.282640,15.987919,17.564232
117.0195389,-0.120740,2.555892,-1.216567,-0.223245,15.045471,17.027954
117.0396652,-0.080037,2.472092,-0.826301,0.018864,13.201874,16.696556
117.0597916,-0.010603,2.316464,-0.713769,0.007304,12.091549,16.113800
117.0799179,-0.087220,2.256608,-0.646730,0.024964,11.597618,16.846283
117.1000519,-0.044123,2.189568,-0.687432,-0.049288,11.428394,16.467308
117.1201782,-0.032152,2.227876,-0.790386,-0.107241,11.967293,16.341675
117.1403427,0.063619,2.227876,-0.859820,-0.163331,12.205952,15.442894
117.1605377,0.094745,2.225482,-0.799963,-0.118172,11.976555,15.150970
117.1807022,0.073196,2.287733,-0.725741,-0.021141,11.995430,15.343147
117.2008591,0.183333,2.321253,-0.756866,-0.025338,12.253582,14.319038
117.2210236,0.164179,2.352378,-0.917283,-0.130759,12.976051,14.495445
117.2411804,0.070802,2.417024,-0.965168,-0.126081,13.447552,15.344360
117.2613068,0.001368,2.354773,-0.991506,-0.185012,13.272926,15.992859
117.2814484,-0.113557,2.378716,-0.977140,-0.155927,13.346943,17.038307
117.3015747,-0.151866,2.357167,-0.883763,-0.096150,12.914562,17.399048
117.3217316,-0.283551,2.294916,-0.835877,-0.092623,12.498207,18.648033
117.3418579,-0.515795,2.338013,-0.764050,0.003821,12.529545,20.741982
117.3619919,-0.539738,2.268579,-0.560536,0.122648,11.514023,21.034172
117.3821182,-0.527767,2.314070,-0.574902,0.138194,11.759991,20.875999
117.4022751,-0.491853,2.211116,-0.428851,0.189357,10.781384,20.651680
117.4224396,-0.511007,2.096191,-0.493496,0.070425,10.493130,20.953659
117.4426041,-0.556498,2.038729,-0.488708,0.043502,10.240261,21.451920
117.4627686,-0.556498,1.928592,-0.562930,-0.081037,9.986923,21.585495
117.4829254,-0.446361,1.885495,-0.687432,-0.214361,10.154709,20.558456
117.5030899,-0.302705,1.971689,-0.881369,-0.326186,11.181953,19.071800
117.5232468,-0.221300,2.021968,-1.029814,-0.416553,11.931637,18.244843
117.5434113,-0.238059,2.012392,-0.962774,-0.368898,11.645424,18.413551
117.5635681,-0.111163,2.096191,-0.823906,-0.212560,11.497524,17.142838
117.5837402,0.046859,2.239848,-0.749684,-0.069224,11.865982,15.597763
117.6038971,0.118687,2.309281,-0.787992,-0.056954,12.312695,14.918121
117.6240616,0.089956,2.213511,-0.658701,-0.014050,11.420563,15.197632
117.6441879,-0.101586,2.057883,-0.543776,-0.012622,10.336208,17.068596
117.6643143,-0.388899,2.098586,-0.694615,-0.096408,11.141598,19.792358
117.6844406,-0.558892,2.182385,-0.926860,-0.216753,12.443165,21.307213
117.7045670,-0.635509,2.182385,-0.967563,-0.242375,12.637657,22.020401
117.7247009,-0.635509,2.134500,-0.565324,0.045238,10.983936,22.080872
117.7447891,-0.590018,2.031546,-0.108018,0.350483,8.972519,21.780540
117.7648849,-0.446361,1.899860,-0.088863,0.281781,8.236408,20.543106
117.7849808,-0.415236,2.019574,-0.340262,0.142819,9.582111,20.118622
117.8050766,-0.544527,2.031546,-0.584479,-0.038507,10.528423,21.346069
117.8252029,-0.678606,2.225482,-0.661096,0.027934,11.753365,22.364182
117.8453445,-0.501430,2.256608,-0.505467,0.156362,11.250893,20.693657
117.8654709,-0.273974,2.203934,-0.242098,0.322958,10.035213,18.622482
117.8856277,-0.235665,2.096191,-0.220549,0.275647,9.467461,18.333694
117.9057922,-0.214117,2.012392,-0.591661,-0.074299,10.320129,18.181564
117.9259491,-0.269185,2.031546,-0.950803,-0.346313,11.702145,18.700798
117.9461441,-0.252425,2.026757,-0.924466,-0.329219,11.577820,18.542465
117.9663391,-0.273974,1.978872,-0.704193,-0.181943,10.575184,18.786499
117.9865417,-0.238059,1.904649,-0.562930,-0.113692,9.727116,18.489235
118.0067291,-0.214117,1.962112,-0.706587,-0.196461,10.484844,18.214554
118.0269241,-0.254819,2.069854,-0.907706,-0.289495,11.718693,18.535065
118.0471191,-0.391293,2.146471,-0.934043,-0.255905,12.222088,19.771835
118.0673218,-0.434390,2.191962,-0.766444,-0.093655,11.842793,20.134628
118.0875092,-0.405659,2.213511,-0.584479,0.061558,11.286259,19.846397
118.1077042,-0.343408,2.199145,-0.550959,0.076054,11.079723,19.276802
118.1279297,-0.300311,2.179991,-0.368994,0.207877,10.358219,18.887184
118.1481628,-0.238059,2.000420,-0.266040,0.183191,9.180443,18.421822
118.1683960,-0.357773,1.950140,-0.361811,0.081784,9.309147,19.626945
118.1886215,-0.446361,1.892678,-0.589267,-0.130951,9.849464,20.550766
118.2088470,-0.496641,1.926198,-0.737712,-0.227279,10.547882,21.005722
118.2290802,-0.443967,2.014786,-0.821512,-0.244502,11.230652,20.399918
118.2493057,-0.388899,2.084220,-0.898129,-0.266189,11.803059,19.805428
118.2695313,-0.374533,2.031546,-0.720953,-0.158593,10.919117,19.715721
118.2897644,-0.262002,1.878312,-0.445611,-0.032695,9.216267,18.745361
118.3099899,-0.348196,1.962112,-0.436033,0.027939,9.607559,19.522896
118.3302155,-0.350590,1.986054,-0.531805,-0.035335,10.042961,19.525063
118.3504410,-0.257214,2.065065,-0.620393,-0.064100,10.676945,18.561409
118.3706436,-0.144683,2.172808,-0.553353,0.049850,10.905472,17.424240
118.3908691,-0.027363,2.213511,-0.529410,0.090379,10.984299,16.301369
118.4111328,-0.115951,2.103374,-0.541382,0.016846,10.540424,17.185272
118.4313965,-0.178203,1.983660,-0.445611,0.025221,9.679630,17.850433
118.4516525,-0.187780,1.993237,-0.455188,0.023426,9.758892,17.937904
118.4719162,-0.214117,2.065065,-0.685038,-0.117539,10.888420,18.147598
118.4921799,-0.341013,2.084220,-0.950803,-0.310330,11.974926,19.348686
118.5124435,-0.312282,2.086614,-0.914888,-0.282113,11.843472,19.072441
118.5326996,-0.221300,2.021968,-0.740107,-0.187108,10.884449,18.244843
118.5529327,-0.262002,2.031546,-0.656307,-0.112676,10.648594,18.631493
118.5731583,-0.302705,2.132105,-0.677855,-0.067402,11.201496,18.945976
118.5933838,-0.266791,2.237453,-0.653913,0.013995,11.583759,18.532097
118.6135788,-0.273974,2.249425,-0.687432,-0.004799,11.758354,18.590790
118.6337814,-0.264396,2.194356,-0.665884,-0.021882,11.429810,18.539268
118.6539764,-0.295522,2.136894,-0.522227,0.059158,10.680771,18.874275
118.6741638,-0.245242,2.053094,-0.414485,0.093760,9.915520,18.454773
118.6943588,-0.204540,2.062671,-0.486314,0.039861,10.189026,18.057076
118.7145615,-0.297916,2.084220,-0.720953,-0.130860,11.131580,18.937073
118.7347183,-0.369745,2.072248,-0.895734,-0.272743,11.730595,19.633385
118.7548828,-0.352985,2.098586,-0.986717,-0.328992,12.178452,19.450676
118.7750397,-0.271579,2.165625,-0.972351,-0.280296,12.404167,18.626953
118.7952042,-0.132711,2.172808,-0.934043,-0.251347,12.255894,17.311096
118.8153610,-0.171020,2.175202,-0.835877,-0.171533,11.919655,17.671745
118.8355255,-0.238059,2.156048,-0.689827,-0.065313,11.330914,18.316826
118.8556900,-0.209328,2.211116,-0.682644,-0.027224,11.547733,18.011566
118.8758545,-0.180597,2.242242,-0.606027,0.051312,11.411972,17.724739
118.8960114,-0.151866,2.199145,-0.625181,0.008901,11.276196,17.478470
118.9162064,-0.190174,2.194356,-0.728135,-0.074153,11.626938,17.841499
118.9364014,-0.161443,2.134500,-0.656307,-0.054708,11.092426,17.603218
118.9566040,-0.154260,2.163231,-0.594056,0.011957,11.005024,17.519760
118.9767990,-0.161443,2.201539,-0.670672,-0.025366,11.448929,17.567291
118.9969559,-0.259608,2.196751,-0.804752,-0.130202,11.932648,18.492653
119.0170822,-0.259608,2.156048,-0.814329,-0.162779,11.780880,18.520584
119.0371780,-0.204540,2.089008,-0.725741,-0.135867,11.139336,18.040703
119.0572739,-0.245242,2.017180,-0.689827,-0.148824,10.693272,18.479767
119.0773697,-0.400870,2.069854,-0.835877,-0.225129,11.517002,19.932907
119.0974274,-0.439179,2.232665,-1.029814,-0.273788,12.991833,20.140755
119.1174927,-0.343408,2.352378,-0.900523,-0.103851,13.013599,19.155891
119.1375198,-0.149471,2.309281,-0.632364,0.070488,11.797928,17.400558
119.1575546,-0.103980,2.208722,-0.527016,0.091269,10.968437,17.023552
119.1775818,-0.211722,2.158442,-0.515045,0.074187,10.726635,18.066185
119.1976013,-0.209328,2.158442,-0.582085,0.020600,10.956802,18.043533
119.2176285,-0.194963,2.168019,-0.677855,-0.050267,11.330502,17.901970
119.2376633,-0.252425,2.213511,-0.826301,-0.137103,12.084293,18.413986
119.2576904,-0.211722,2.194356,-0.838272,-0.160048,12.027466,18.044197
119.2777176,-0.163837,2.136894,-0.816723,-0.180255,11.672729,17.624680
119.2977524,-0.175808,2.110557,-0.802358,-0.184595,11.502995,17.753342
119.3177795,-0.254819,2.151259,-0.960380,-0.280636,12.288231,18.478584
119.3378067,-0.319465,2.290127,-0.979534,-0.205538,13.015926,18.983223
119.3578415,-0.343408,2.280550,-0.720953,-0.008605,12.042412,19.211823
119.3778610,-0.309888,2.160837,-0.438428,0.141234,10.509155,18.991913
119.3978882,-0.233271,2.110557,-0.409697,0.131024,10.157974,18.301323
119.4179153,-0.168626,2.163231,-0.620393,-0.008508,11.100296,17.655685
119.4379501,-0.171020,2.242242,-0.711375,-0.032249,11.779938,17.635315
119.4579773,-0.257214,2.242242,-0.735318,-0.047676,11.890228,18.439560
119.4780045,-0.273974,2.151259,-0.632364,-0.021018,11.119484,18.659775
119.4980392,-0.233271,2.129711,-0.534199,0.042521,10.668083,18.288727
119.5180206,-0.163837,2.115345,-0.637153,-0.050948,10.938305,17.636467
119.5380173,-0.206934,2.215905,-0.835877,-0.145033,12.115803,17.986244
119.5580215,-0.302705,2.239848,-0.979534,-0.238007,12.781536,18.865150
119.5780182,-0.281156,2.215905,-0.878974,-0.175582,12.295715,18.681305
119.5980148,-0.159048,2.177597,-0.708981,-0.070378,11.474281,17.557434
119.6180115,-0.202145,2.098586,-0.606027,-0.034797,10.763863,18.011909
119.6379929,-0.326648,2.055489,-0.579690,-0.033932,10.517609,19.235031
119.6579895,-0.312282,2.117740,-0.507862,0.060018,10.550587,19.047966
119.6779861,-0.295522,2.184779,-0.761655,-0.101957,11.736126,18.838593
119.6979828,-0.228482,2.280550,-0.957985,-0.199094,12.862343,18.147865
119.7179794,-0.147077,2.268579,-0.811935,-0.095777,12.252884,17.398521
119.7379684,-0.144683,2.227876,-0.687432,-0.023075,11.623459,17.396461
119.7579651,-0.106374,2.239848,-0.598845,0.053144,11.358334,17.032310
119.7779617,-0.041729,2.208722,-0.625181,0.011664,11.296848,16.438087
119.7979584,-0.147077,2.206328,-0.661096,-0.015347,11.433437,17.429771
119.8179550,-0.281156,2.163231,-0.670672,-0.043847,11.310696,18.719032
119.8379440,-0.364956,2.151259,-0.694615,-0.065844,11.372307,19.519188
119.8579407,-0.223694,2.179991,-0.776021,-0.119428,11.741711,18.165794
119.8779373,-0.132711,2.120134,-0.744895,-0.134724,11.331306,17.337151
119.8979340,-0.161443,2.146471,-0.816723,-0.174462,11.716187,17.596748
119.9179306,-0.178203,2.206328,-0.895734,-0.198963,12.281292,17.722198
119.9379196,-0.240454,2.220694,-0.898129,-0.189419,12.373905,18.297188
119.9579163,-0.223694,2.261396,-0.792780,-0.082393,12.172089,18.115181
119.9779129,-0.161443,2.304493,-0.764050,-0.035491,12.246494,17.513634
119.9979477,-0.127923,2.297310,-0.850243,-0.108425,12.517097,17.206917
120.0179749,-0.156654,2.311676,-0.754472,-0.023694,12.243343,17.465729
120.0380020,-0.132711,2.239848,-0.615604,0.040656,11.422630,17.278580
120.0580292,-0.125529,2.242242,-0.493496,0.138844,11.009434,17.210304
120.0780563,-0.159048,2.215905,-0.675461,-0.020463,11.530464,17.537239
120.0980835,-0.206934,2.278156,-0.838272,-0.108246,12.407238,17.949455
120.1181488,-0.230877,2.218299,-0.845455,-0.150086,12.168518,18.209068
120.1382065,-0.242848,2.218299,-0.864609,-0.164582,12.241703,18.321152
120.1582718,-0.257214,2.273367,-1.029814,-0.258033,13.105480,18.418869
120.1783295,-0.130317,2.282945,-1.020236,-0.249455,13.078136,17.235825
120.1983948,-0.068066,2.199145,-0.867003,-0.184333,12.118637,16.689537
120.2184601,-0.163837,2.237453,-0.843060,-0.138908,12.228168,17.570755
120.2385178,-0.250031,2.314070,-0.809541,-0.061641,12.478210,18.325943
120.2585831,-0.187780,2.311676,-0.553353,0.135636,11.542591,17.753159
120.2786407,-0.156654,2.302099,-0.486314,0.181811,11.260571,17.470566
120.2987061,-0.221300,2.323647,-0.752078,-0.011982,12.305908,18.055328
120.3187714,-0.250031,2.364350,-0.855032,-0.065549,12.868805,18.293922
120.3388290,-0.175808,2.354773,-0.859820,-0.078241,12.822323,17.619827
120.3589249,-0.120740,2.395475,-0.826301,-0.028425,12.869545,17.096611
120.3790207,-0.068066,2.373927,-0.924466,-0.119553,13.121700,16.623901
120.3991165,-0.142288,2.316464,-1.015448,-0.224129,13.215252,17.330704
120.4192123,-0.194963,2.266185,-0.900523,-0.164756,12.576221,17.845169
120.4393082,-0.087220,2.208722,-0.871792,-0.181642,12.183628,16.865982
120.4594345,-0.230877,2.316464,-1.022631,-0.226337,13.265869,18.147903
120.4795609,-0.398476,2.397870,-1.077699,-0.208187,13.898510,19.620422
120.4996872,-0.281156,2.491247,-0.871792,0.003259,13.503075,18.494202
120.5198135,-0.032152,2.330830,-0.409697,0.256747,11.102516,16.308502
120.5399399,0.063619,2.218299,-0.323503,0.256533,10.297874,15.444626
120.5600739,-0.060883,2.261396,-0.732924,-0.040704,11.919090,16.598747
120.5802002,-0.139894,2.290127,-1.092065,-0.300047,13.382523,17.321259
120.6002960,-0.250031,2.388293,-1.080093,-0.223845,13.811131,18.278854
120.6203918,-0.238059,2.294916,-0.888552,-0.135705,12.675213,18.227592
120.6404877,-0.233271,2.232665,-0.685038,-0.014961,11.661049,18.222366
120.6605759,-0.216511,2.187173,-0.737712,-0.085093,11.635796,18.093658
120.6806717,-0.350590,2.347590,-0.888552,-0.097206,12.951012,19.225266
120.7007675,-0.386505,2.498429,-0.610816,0.215153,12.633331,19.430763
